Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02180,PEGASUS TRANSPORT SERVICE INC.,,2018,9,September,14,0,2
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,,2018,6,June,79,0,2
B00789,VITAL TRANSPORTATION INC.,,2020,10,October,2094,0,146
B02925,SIGNATURE BLACK CAR LLC,,2018,2,February,169,0,12
B00149,RAINBOW RAD DISP INC,,2017,8,August,3977,0,27
B02520,AMK LUXURY CAR & LIMO INC.,,2017,7,July,1746,0,10
B02725,KIRIN TRANSPORTATION INC,,2017,2,February,1210,0,22
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2019,8,August,1871,0,67
B02472,NEW BUSHWICK LUXURY INC.,,2018,12,December,6381,0,31
B02739,TRAXLINE CAR SERVICE INC.,,2020,9,September,73,0,4
B00221,PROFESSIONAL CAR SERVICE INC,,2018,6,June,9148,0,58
B01751,CONCORDE EXP OF N.Y. INC,,2019,11,November,2935,0,11
B02651,SAROS TRANSPORTATION GROUP INC.,,2016,3,March,128,0,16
B03064,AP LUXURY LIMOUSINE INC,,2019,6,June,298,0,16
B03064,AP LUXURY LIMOUSINE INC,,2019,8,August,183,0,16
b01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2016,11,November,12102,0,54
B01280,BENSONHURST RIDE INC.,,2015,10,October,6297,0,30
B03111,"SELECT TRANS,INC",,2019,3,March,111,0,8
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2020,7,July,4209,0,40
B02345,WESTCHESTER ACQUISITION CORP.,,2016,5,May,3561,0,92
B00975,"T.J.Q. CAR SERVICE, INC.",QUALITY CAR SVCE,2019,4,April,953,0,9
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2020,11,November,21916,0,140
B00937,RIVERSIDE RADIO DISPATCHER,,2017,7,July,45912,0,262
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2018,11,November,2252,0,63
B02891,"GLIDE LUXURY TRANSPORTATION, INC",,2017,1,January,84,0,4
B00827,"CASTLE CAR SERVICE, INC",,2020,10,October,527,0,2
B01386,FENIX PREMIUM CORP.,,2017,1,January,15932,0,63
B03204,EXTRA CAR SERVICE LLC,,2021,1,January,10,0,1
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2019,9,September,3,0,3
B01636,HEIGHTS CAR & LIMO INC,,2016,3,March,390,0,4
B02148,MAVRIK TRANS INC.,,2015,10,October,859,0,42
B02681,DIRECT CAR & LIMO SERVICE INC.,,2016,9,September,122,0,6
B01196,DIPLO RAD DISP INC,,2015,11,November,28651,0,200
B01432,TOVAR TRANSPORTATION INC,,2022,6,June,1541,0,9
B02508,"DISPATCH CENTRAL, INC.",,2017,11,November,44,0,6
B03017,SDR TRANSPORTATION CORP.,,2020,4,April,2549,0,27
B03229,FVR TRANSPORTATION INC.,,2022,6,June,253,0,11
B00429,SURF CAR SYSTEMS INC,,2020,12,December,2413,0,29
B00919,HARLEM CARS INC.,,2016,12,December,14355,0,91
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2021,6,June,4999,0,12
B00078,R & R ROAD LIMO SVCE INC,,2016,2,February,1254,0,48
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2016,11,November,917,0,11
B02410,"POLO LIMOUSINE, CORP.",,2016,7,July,1385,0,43
B01525,NORTHSIDE BK LLC,,2018,3,March,2544,0,114
B02826,NEW BELL LUXURY CORP,,2019,7,July,4357,0,38
B00446,COMMUNICAR INCORPORATED,,2020,4,April,670,0,22
B01738,SAETA CAR SERVICE INC.,,2021,8,August,1369,0,6
B00625,"CENTRAL CAR SERVICES,INC.",,2016,12,December,7789,0,38
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2017,7,July,322,0,4
B03266,HOYT LIMO & SERVICE CORP.,,2019,12,December,12552,0,57
B01338,3210 WEBSTER AV PRESTIGE C/S,,2020,7,July,7136,0,51
B01268,LAKEVIEW CARS INC.,CLOVE LAKE CARS,2022,2,February,1339,0,79
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2018,10,October,11366,0,53
B01087,ELITE LIMO PLUS INC,,2018,4,April,22193,0,471
B02106,"PERFECT LIMO SERVICE, INC.",,2015,4,April,113,0,8
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2020,1,January,11357,0,59
b01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2016,6,June,1412,0,15
B02162,A B C SHUTTLE SERVICES CORPORATION,ABC CAR SERVICES,2021,1,January,764,0,12
B02093,V.J. CAR & LIMO SVC INC.,,2021,2,February,472,0,4
B01768,NEW SUPERIOR RADIO GRP CORP,,2015,8,August,10452,0,87
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2019,12,December,204,0,4
B02339,SEDANZ INC.,,2020,3,March,29,0,6
B02397,CHICO EXPRESS CORP. 2,,2015,4,April,4321,0,27
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2021,1,January,472,0,3
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2017,6,June,5,0,1
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2018,11,November,6727,0,209
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2016,10,October,1261,0,15
B00459,910 CAR SERVICE INC,,2020,5,May,187,0,12
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2017,7,July,731,0,9
b01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2015,6,June,260,0,10
B01779,APEX CAR & LIMO SVCE INC,,2020,1,January,322,0,23
B01091,A & R GOLDEN EXP INC,,2021,6,June,1777,0,6
B01944,"DAG NETWORK TRANSPORTATION,CORP",,2017,10,October,323,0,17
B01808,OLD TOWN CARS CORP,DELTA CARS,2015,5,May,1324,0,10
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2021,12,December,152,0,10
B00381,BELL RADIO INC,,2020,5,May,411,0,11
B02003,"AVALON CORPORATE CAR,INC.",,2021,8,August,1504,0,182
B01250,BELLE MANAGEMENT CORP.,GLEN BELLE CAR SERVICE,2019,3,March,484,0,34
B02517,LOS PAISANOS LUXURY C/S INC.,,2020,12,December,110,0,5
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2015,7,July,50,0,6
B01009,UNITED LIMO C/M SVC CORP,,2017,11,November,744,0,8
B01957,"ANIMO, INC",CHRIS LIMOUSINE U.S.A.,2016,7,July,183,0,4
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2021,1,January,1726,0,14
B01340,UNICAR COMPANY INC,,2017,7,July,14328,0,85
B03340,CEO CHAUFFEURED SERVICES CORP,,2021,9,September,769,0,12
B01454,FREEDOM LIMO & CAR SERVICE,,2019,7,July,4110,0,16
B00210,"HOWARD CAR SERVICE,INC.",,2019,5,May,208,0,12
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2016,11,November,889,0,9
B01970,GRAFE STREET SERVICE CORP.,,2016,9,September,578,0,11
B01452,AREAS TRANSP INC,,2017,3,March,4420,0,15
B01726,SUPER CLASS RADIO DISP INC,,2016,4,April,28833,0,165
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2018,10,October,5354,0,91
B00556,SURREY CADILLAC LIMO SVC INC,,2016,3,March,844,0,34
B03046,"BEL-LINDA, INC",ISLANDER TRANS,2018,4,April,2529,0,10
B00789,VITAL TRANSPORTATION INC.,,2020,9,September,1726,0,134
B02760,VISMAR RADIO DISPATCH INC.,,2016,7,July,132,0,5
B03140,RISE AND SHINE TRANSPORTATION INC.,,2021,10,October,104,0,2
B02637,ROOSEVELT CAR & LIMO INC.,,2015,5,May,223,0,22
B01285,UNION RADIO DISPATCH INC,,2016,3,March,41155,0,184
B01871,"ALPINE LIMOUSINE SERVICE, INC.",,2020,11,November,2154,0,87
B00013,LOVE CORPORATE CAR INC,,2020,8,August,528,0,113
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2020,3,March,829,0,6
B02509,NY MINUTE CAR SERVICE INC.,,2016,7,July,98,0,4
B02899,NEW BLACK LUXURY CARS CORP,,2017,9,September,26754,0,104
B01087,ELITE LIMO PLUS INC,,2020,12,December,6023,0,169
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2020,9,September,4497,0,51
B01871,"ALPINE LIMOUSINE SERVICE, INC.",,2018,11,November,2948,0,95
B03002,"REYNO,INC.",,2017,1,January,963,0,9
B02681,DIRECT CAR & LIMO SERVICE INC.,,2017,2,February,68,0,5
B02739,TRAXLINE CAR SERVICE INC.,,2022,5,May,32,0,2
B00318,APPLE RADIO CARS INC,,2015,11,November,5525,0,31
B00821,ATLANTIC CAR SVCE,,2016,12,December,25446,0,122
B02634,VETERANS RADIO DISPATCHER CORP.,,2017,12,December,9524,0,58
B03033,FLEX EXPRESS CORP.,,2019,2,February,5224,0,28
B03164,KISS LUXURY TRANSPORTATION INC.,,2020,12,December,2997,0,17
B01066,DOMINICANA RAD DISP INC,,2017,10,October,9263,0,55
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2018,2,February,1649,0,5
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2021,3,March,2201,0,13
B02207,"EASTERN LUXURY, INC.",,2021,4,April,8,0,7
B02769,MAVROS TRANSPORTATION INC,,2018,6,June,129,0,7
B02138,"GUADALUPANA CAR LIMO, INC",,2022,3,March,657,0,3
B01280,BENSONHURST RIDE INC.,,2020,9,September,1098,0,7
B02360,BRIDGES LIMOUSINE INC,EXCELLENT LIMOUSINE,2016,6,June,391,0,6
B01710,"79 MASADA III, INC.",MASADA III,2018,8,August,4653,0,26
B00196,NEW EASY WAY RADIO DISP INC,,2018,8,August,236,0,9
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2021,6,June,643,0,30
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2016,10,October,1037,0,22
B02715,GROUNDANYWHERE LLC,,2017,9,September,16509,0,701
B00619,"HOLA CAR SERVICE,INC.",,2015,12,December,856,0,7
B02037,KINGSDALE DISPATCH INC,,2016,1,January,2220,0,13
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2017,9,September,1997,0,56
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2016,10,October,30273,0,119
B02929,OTTOMAN TRANSPORTATION INC.,,2022,1,January,177,0,6
B01957,"ANIMO, INC",CHRIS LIMOUSINE U.S.A.,2016,3,March,135,0,4
B03016,BEST DEAL BLACK INC.,,2020,5,May,20365,0,105
B00031,QUEENS VILLAGE INC.,,2020,1,January,549,0,3
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2022,5,May,5236,0,28
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,11,November,2618,0,7
B02942,FANNY RADIO DISPATCHER SERVICE INC.,,2017,8,August,857,0,7
B00411,FONE-A-CAR INC,,2019,12,December,847,0,43
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2020,6,June,68,0,1
B00652,RESCUE C/S INC,,2019,8,August,2100,0,14
B02228,SPECIAL RADIO DISP.CORP.,,2018,4,April,1551,0,8
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2019,8,August,1309,0,46
B02747,LEGEND LUXURY LIMO INC.,,2020,5,May,35,0,10
b01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2015,11,November,7854,0,23
B02931,NEW TECHNOLOGY TRANSPORTATION INC.,,2018,8,August,279,0,1
B00350,A & A CHAMPION CAR LIMO SVC INC,,2021,4,April,2738,0,25
B00095,LIBERTY CAR SERVICE INC.,,2021,3,March,984,0,6
B01146,CHURCH AVE C/S INC,,2016,12,December,15733,0,50
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2016,1,January,4556,0,26
B03328,B-QUICK TRANSPORTATION CORP.,,2021,3,March,84,0,2
b01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2016,7,July,3041,0,9
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2021,6,June,1090,0,19
B00821,ATLANTIC CAR SVCE,,2017,12,December,23732,0,101
B02379,THE OPTION TRANSPORTATION CORP.,,2021,6,June,65,0,6
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2018,4,April,542,0,17
B02345,WESTCHESTER ACQUISITION CORP.,,2016,8,August,2709,0,79
B01928,DISCOVER LIMO INC,INFINITY LIMO,2022,6,June,50,0,12
B03321,"CRESCENT LUXURY CLS, INC.",,2022,1,January,1007,0,21
B00639,ROCAPULCO CAR SERVICE INC.,,2017,3,March,4305,0,20
B03177,BERNICE SERVICES INC,,2019,5,May,1188,0,13
B00419,KOOP DISPATCHING INC.,,2019,5,May,1882,0,5
B02397,CHICO EXPRESS CORP. 2,,2019,8,August,286,0,1
B00419,KOOP DISPATCHING INC.,,2018,3,March,1317,0,11
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2015,8,August,606,0,12
B01109,UNITED EXP C/L SVCE,,2016,12,December,10351,0,42
B01285,UNION RADIO DISPATCH INC,,2021,10,October,4680,0,34
B02899,NEW BLACK LUXURY CARS CORP,,2018,2,February,9366,0,34
B02848,V R WORLDWIDE INC,,2017,11,November,11,0,2
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2016,10,October,184,0,7
B02738,EXPLORER CAR SERVICE INC.,,2020,9,September,23,0,2
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2022,2,February,610,0,49
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2021,5,May,17673,0,244
B03206,KIDMOTO TECHNOLOGIES LLC,,2019,10,October,120,0,20
B03022,BLACK CAR EXPRESS.COM CORP,,2021,2,February,33,0,1
B02292,NEW YORK APPLE V.I.P. CORP,,2021,10,October,5337,0,44
B00653,ROYAL CAR & LIMO SERVICE INC.,,2020,8,August,188,0,6
B02784,SMILE TRANSPORTATION GROUP INC,,2016,1,January,3921,0,14
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",VINCENT LIMOUSINE,2021,1,January,373,0,13
B03287,2S LUXURY INC.,,2021,3,March,306,0,6
B01263,"RACHEL'S CAR SERVICE,INC.",,2018,7,July,2591,0,11
B03280,ARMONY TRANSPORTATION INC.,,2021,4,April,846,0,21
B02303,MINEOLA TRANSPORTATION INC.,,2017,12,December,252,0,9
B03267,MANGA TRANSPORTATION CORP,,2021,5,May,551,0,10
B02688,KJ TRANSPORTATION,,2018,11,November,1143,0,10
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2020,2,February,1974,0,20
B02790,"LAN TIAN CAR SERVICE, INC",,2018,4,April,4,0,1
B00948,510 CAR SERVICE CORP,,2020,9,September,2039,0,14
B02217,PCS LIMOUSINE INC.,,2018,8,August,445,0,11
B01821,EMPIRE TRANSPORTATION SERVICE INC.,,2019,5,May,1363,0,9
B02731,EMES OF BOROPARK CAR SERVICE INC,,2017,4,April,339,0,3
B00111,SKYLINE CREDIT RIDE INC,,2021,12,December,3283,0,154
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2020,4,April,2121,0,34
B02947,"ONIX TRANSPORTATION, INC",,2017,1,January,958,0,12
B01444,REGO PARK EXPRESS INC.,,2016,1,January,7339,0,21
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",LAPUMA,2016,8,August,26,0,12
VIA,VIA,VIA,2019,2,February,983926,695244,6767
B00014,NY ONE CORP CAR INC,,2017,6,June,6774,0,162
B03050,"TORINKO NY, LLC",,2020,3,March,37,0,8
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2018,12,December,199,0,14
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2018,3,March,1614,0,7
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2020,12,December,1792,0,13
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2018,7,July,21,0,4
B02517,LOS PAISANOS LUXURY C/S INC.,,2015,6,June,302,0,10
B02897,FC LIMOUSINE INC,,2017,6,June,505,0,20
B01469,"BROTHERS CAR SERVICE, INC.",,2021,12,December,6406,0,38
B02551,CHIEF LIMO INC.,,2018,7,July,20,0,2
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2019,4,April,122,0,2
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2018,7,July,30584,0,169
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2018,6,June,390,0,16
LYFT,LYFT,LYFT,2022,4,April,4741581,0,48257
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2021,8,August,2402,0,8
B00448,DIAL CAR INC.,,2017,10,October,7968,0,177
B02228,SPECIAL RADIO DISP.CORP.,,2016,3,March,132,0,19
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,,2018,1,January,8303,0,69
B01424,EAGLE CAR & LIMO LTD.,,2017,2,February,7,0,2
B02723,CHARLIE BLACK CAR INC.,,2016,7,July,9053,0,114
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2019,3,March,71,0,12
B03173,ABIAN TRANSPORTATION INC.,,2020,6,June,174,0,4
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2021,6,June,144,0,4
B02541,HIBA CAR & LIMO SVC INC.,,2015,7,July,388,0,10
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2018,4,April,4592,0,21
B02826,NEW BELL LUXURY CORP,,2016,4,April,3275,0,18
B02972,BLESSING TRANSPORTATION GROUP INC,,2017,12,December,433,0,8
UBER,UBER,UBER,2021,9,September,10557442,0,56492
B01340,UNICAR COMPANY INC,,2019,6,June,13384,0,66
B01454,FREEDOM LIMO & CAR SERVICE,,2016,2,February,21558,0,83
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2019,2,February,590,0,22
B02315,LA MORENITA CAR LIMO SERVICE INC,,2019,3,March,3733,0,11
B00254,XYZ TWO WAY RADIO,,2021,2,February,4426,0,87
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,2019,12,December,2767,0,107
B01341,A NEW DAY RAD DISP INC,,2016,3,March,7580,0,41
b01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2016,8,August,7807,0,22
B03031,ALLIANCE LIMOUSINE INC,,2017,10,October,232,0,12
B00727,RECHEV OF BROOKLYN INC,,2020,1,January,1863,0,5
B00827,"CASTLE CAR SERVICE, INC",,2018,8,August,752,0,3
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2017,11,November,3036,0,15
B03040,ZYT EXPRESS CORP.,,2018,11,November,747,0,10
B02379,THE OPTION TRANSPORTATION CORP.,,2021,8,August,323,0,6
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,,2018,8,August,11,0,2
B02162,A B C SHUTTLE SERVICES CORPORATION,ABC CAR SERVICES,2021,8,August,3337,0,32
B02508,"DISPATCH CENTRAL, INC.",,2018,1,January,17,0,6
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,ALL TRANSFERS SERVICE,2020,2,February,95,0,6
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2019,6,June,1280,0,17
B02410,"POLO LIMOUSINE, CORP.",,2019,7,July,893,0,38
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2015,6,June,2500,0,13
B00608,SUMMIT CORPORATE CAR INC.,,2021,6,June,386,0,124
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,2019,12,December,1393,0,42
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2017,10,October,5917,0,23
B02569,LAPUMA GO GREEN LLC,GO GREENRIDE,2019,9,September,834,0,24
B03016,BEST DEAL BLACK INC.,,2020,9,September,25381,0,144
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2015,10,October,1,0,1
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2020,8,August,806,0,4
B00208,ERNEST SCHWARZ INC,,2019,1,January,135,0,4
B02440,MLL LIMOUSINE SERVICES INC.,,2017,11,November,1278,0,36
B01300,KENNEDY RAD DISP INC,,2021,12,December,1966,0,17
B02739,TRAXLINE CAR SERVICE INC.,,2017,7,July,1020,0,11
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2017,3,March,167,0,6
B03147,H H CAR SERVICE INC,,2020,1,January,1046,0,23
B01537,S.I. SPEED INC.,,2017,12,December,3775,0,15
B01109,UNITED EXP C/L SVCE,,2018,3,March,3081,0,21
B03062,BQN VOUCHER INC,,2019,2,February,2356,0,10
B02839,YERUSHALAYIM CAR&LIMO INC,,2016,10,October,269,0,3
B01259,THE NEW BROOKLYN C/S INC,,2017,4,April,18970,0,71
B03240,ARECIBO EXPRESS INC.,,2022,1,January,198,0,18
B01051,B Q N C/S CORP,,2016,1,January,40992,0,206
B02462,TIFFANY'S CAR SERVICE INC.,,2022,3,March,303,0,10
B01336,BAY EXPRESS CORP.,,2019,11,November,2327,0,18
B02972,BLESSING TRANSPORTATION GROUP INC,,2020,11,November,480,0,10
B02729,LOW TOUCH LUXURY INC.,,2018,8,August,597,0,15
B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2018,1,January,1196,0,6
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2019,6,June,471,0,10
B02144,"SILVER STAR LIMOUSINES, INC.",,2018,4,April,362,0,11
B01529,J.I.G. TRANSPORT CORP.,ECKFORD CAR SERVICE,2017,2,February,1164,0,19
B01527,NEW FAMILY RAD DISP INC,,2017,6,June,6540,0,67
B02144,"SILVER STAR LIMOUSINES, INC.",,2019,11,November,225,0,8
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2021,1,January,19304,0,115
B01118,INTERNATIONAL CAR SERVICE INC.,,2020,10,October,3968,0,34
B00381,BELL RADIO INC,,2017,6,June,5507,0,111
B01362,AMERICAN BASE NO.1 INC.,,2019,6,June,6761,0,48
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2020,7,July,1231,0,9
B01998,FIRST CORPORATE SEDANS INC.,,2016,12,December,8054,0,278
B02920,AMAZING CAR AND LIMO SERVICE INC,,2017,12,December,1100,0,10
B00337,KEW GARDENS ENTERPRISES INC.,,2017,5,May,693,0,14
B00401,TREMONT DISPATCHING CORP,,2018,12,December,427,0,4
B00556,SURREY CADILLAC LIMO SVC INC,,2016,5,May,1122,0,30
B01338,3210 WEBSTER AV PRESTIGE C/S,,2017,8,August,25128,0,236
B00037,TRANSP UNLIMITED C/S,,2016,5,May,11844,0,49
B02060,AMERICAN LIMOUSINE LLC,FLYTE TYME WORLDWIDE/ADDISON LEE/TRISTAR,2016,10,October,666,0,61
VIA,VIA,VIA,2019,10,October,898587,572837,5714
B02279,MATAMOROS CAR SERVICE INC.,,2015,12,December,9303,0,31
B03006,HUDSON HEIGHTS TRANSPORTATION INC.,,2018,7,July,43,0,6
B02826,NEW BELL LUXURY CORP,,2016,5,May,3549,0,19
B01452,AREAS TRANSP INC,,2018,3,March,3341,0,13
B00559,7 OCEAN EXPRESS INC.,,2020,2,February,228,0,16
B03085,A & A AMAZOON TRANSPORTATION INC.,,2020,11,November,98,0,22
B02868,CHA CHA TRANSPORTATION CORP,,2019,2,February,1219,0,6
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2020,3,March,23,0,3
B02496,MAHAICA EXPRESS SERVICE INC.,,2018,1,January,47,0,5
B01553,CITY LINE CAR SERVICE INC,,2020,11,November,1919,0,11
B00888,ACE C/L SVCE INC,,2020,5,May,74,0,6
B02787,SEMPERIDE LLC,,2019,9,September,31,0,8
B02331,"CHICO EXPRESS LIMO, INC.",,2019,10,October,2506,0,15
B02795,LIMO SEVEN TRANSPORTATION INC,,2020,8,August,3831,0,31
B01231,GO CAR CORP.,,2015,11,November,9758,0,60
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2017,10,October,1920,0,10
B03338,A & T NYC LIMO LLC,,2021,2,February,38,0,1
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2018,12,December,85,0,8
B00477,INTA-BORO ACRES INC,,2015,6,June,13784,0,194
b01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2016,5,May,15425,0,69
B01057,NEW AMERICAN C/L SVC,,2021,4,April,702,0,10
B03185,G&J LUXURY TRANSPORTATION INC,,2022,2,February,146,0,6
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2019,12,December,1984,0,56
B01282,NEW LOTS C/S INC,,2015,1,January,31570,0,86
B02709,DASH CAR SERVICE CORP,,2020,5,May,774,0,2
B00037,TRANSP UNLIMITED C/S,,2019,3,March,8942,0,53
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2018,11,November,239,0,4
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2019,12,December,10178,0,54
B02823,AAA FAMILY LIMOUSINE SERVICE INC,,2022,1,January,6,0,2
B01315,"V.I.T. CAR SERVICE, INC.",,2016,12,December,32738,0,141
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2020,10,October,5664,0,33
B02751,RELIANCE GROUP INC,,2021,6,June,39,0,2
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2017,12,December,395,0,9
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2017,3,March,600,0,17
B01065,EL BARRIO'S CAR SERVICE LLC,,2022,1,January,6492,0,44
B00821,ATLANTIC CAR SVCE,,2021,2,February,12788,0,93
B02737,BWJ GROUP INC,,2016,2,February,5869,0,30
B01536,FIRST CLASS C/L SVC CORP,,2018,2,February,18539,0,123
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2021,9,September,342,0,4
B01779,APEX CAR & LIMO SVCE INC,,2015,8,August,865,0,25
B01016,810 CAR SVCE CORP,,2019,5,May,7353,0,30
B02803,OUTSIDE'S CAR SERVICE INC.,,2020,7,July,6387,0,24
B02521,"PICTURE PROPERTIES, INC.",DEUCES TRANSPORT SERVICES,2018,5,May,5995,0,17
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2021,9,September,16215,0,105
B02096,"CET GROUP, INC",,2018,3,March,532,0,44
B03263,RITZY TRANSPORTATION CORP.,,2022,1,January,307,0,4
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2021,4,April,62,0,5
B01259,THE NEW BROOKLYN C/S INC,,2021,9,September,5891,0,51
B01315,"V.I.T. CAR SERVICE, INC.",,2015,4,April,46191,0,192
B00419,KOOP DISPATCHING INC.,,2020,5,May,267,0,4
B02167,MADISON LIMOUSINE INC,,2016,5,May,92,0,8
B00948,510 CAR SERVICE CORP,,2015,9,September,22020,0,118
B03367,SHOW LIMO CORP.,,2022,1,January,107,0,11
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2020,11,November,8452,0,26
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2016,9,September,1238,0,56
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2020,8,August,2244,0,9
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2021,10,October,532,0,2
B02429,SEAGULL RIDE CORP,,2018,7,July,3173,0,12
B02664,CORPORATE CAR LTD.,,2015,8,August,178,0,26
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2017,9,September,14493,0,100
