License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B03199,RINCON TRANSPORTATION LLC,7187010178,No,833,DAWSON STREET,BRONX,NY,10459,BLACK CAR BASE,40.8189458,-73.8986672,07/12/2023,18:00:13,"(40.8189458, -73.8986672)"
B02217,PCS LIMOUSINE INC.,7188219400,No,60-60,FRESH POND ROAD,MASPETH,NY,11378,LUXURY/LIMOUSINE,40.715345,-73.90172,07/12/2023,18:00:13,"(40.715345, -73.90172)"
B03159,A1 ACCESSIBLE TRANSPORTATION LLC,2124960177,No,57,WEST   57 STREET  4TH FLOOR,NEW YORK,NY,10019,BLACK CAR BASE,40.7644701,-73.9766911,07/12/2023,18:00:13,"(40.7644701, -73.9766911)"
B01593,"NOVAK GLOBAL, INC.",7185917000,Yes,77-35,164 STREET,FLUSHING,NY,11366,LIVERY BASE,40.723592,-73.804641,07/12/2023,18:00:13,"(40.723592, -73.804641)"
B02475,ECKFORD LITE CAR & LIMO INC.,3476129290,No,49-17A,69 STREET,WOODSIDE,NY,11377,BLACK CAR BASE,40.732487,-73.95427,07/12/2023,18:00:13,"(40.732487, -73.95427)"
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",2122650307,No,4577,161ST STREET  FL 1,FLUSHING,NY,11358,BLACK CAR BASE,40.755282,-73.99349,07/12/2023,18:00:13,"(40.755282, -73.99349)"
B02096,"CET GROUP, INC",2129650889,No,47,LUDLOW STREET,NEW YORK,NY,10002,BLACK CAR BASE,40.71642,-73.99046,07/12/2023,18:00:13,"(40.71642, -73.99046)"
B03390,READY GO USA INC,2124481088,No,5030,BROADWAY  SUIT 642,NEW YORK,NY,10034,BLACK CAR BASE,40.8688818,-73.9169154,07/12/2023,18:00:13,"(40.8688818, -73.9169154)"
B01626,LA NUEVA QUISQUEYA C/S INC,7182061616,No,87-38,148 STREET,JAMAICA,NY,11435,LIVERY BASE,40.706245,-73.80929,07/12/2023,18:00:13,"(40.706245, -73.80929)"
B01868,LIMO 4 LLC,2124444444,No,36-31,10TH STREET,LIC,NY,11106,LIVERY BASE,40.760313,-73.9412,07/12/2023,18:00:13,"(40.760313, -73.9412)"
B03064,AP LUXURY LIMOUSINE INC,9173308822,No,1225,FRANKLIN AVE  STE 325,GARDEN CITY,NY,11530,LUXURY/LIMOUSINE,40.7340743,-73.6354595,07/12/2023,18:00:13,"(40.7340743, -73.6354595)"
B01949,FIRST CLASS OF NEW YORK INC.,7186436053,No,241,37TH STEET,BROOKLYN,NY,11232,BLACK CAR BASE,40.678782,-73.989979,07/12/2023,18:00:13,"(40.678782, -73.989979)"
B03139,MJ LUXURY INC.,7182782222,No,73,MARKET STREET  SUIT 374,YONKERS,NY,10710,BLACK CAR BASE,40.9629015,-73.8565801,07/12/2023,18:00:13,"(40.9629015, -73.8565801)"
B00227,"PARK WEST EXEC. SERVICES, INC.",2127277800,No,1200,SHAMES DRIVE  UNIT D,WESTBURY,NY,11590,LUXURY/LIMOUSINE,40.754855,-73.929205,07/12/2023,18:00:13,"(40.754855, -73.929205)"
B03425,BLACK CAR CHAUFFEUR SERVICE INC,5167329497,No,6800,JERICHO TPKE #W120,SYOSSET,NY,11791,LUXURY/LIMOUSINE,40.8062356,-73.5185566,07/12/2023,18:00:13,"(40.8062356, -73.5185566)"
B03398,HR LUXURY CORP.,3472716664,No,2488,GRAND CONCOURSE  SUITE 314,BRONX,NY,10458,BLACK CAR BASE,40.8620886,-73.8969582,07/12/2023,18:00:13,"(40.8620886, -73.8969582)"
B02998,GENESIS LUXURY TRANSPORTATION CORP.,7188725260,No,955,SOUNDVIEW AVENUE  2ND FL,BRONX,NY,10473,BLACK CAR BASE,40.8239929,-73.8691698,07/12/2023,18:00:13,"(40.8239929, -73.8691698)"
B03186,ONE STOP RIDE LLC,7187010033,No,620,CRESENT AVENUE,BRONX,NY,10458,BLACK CAR BASE,40.8535623,-73.8878824,07/12/2023,18:00:13,"(40.8535623, -73.8878824)"
B03506,"KLS WORLDWIDE CHAUFFERURED SERVICES, INC.",8003815301,No,271,U.S.46 WEST  SUITE 204,FAIRFIELD,NJ,07004,LUXURY/LIMOUSINE,42.1710098,-76.8533365,07/12/2023,18:00:13,"(42.1710098, -76.8533365)"
B00619,"HOLA CAR SERVICE,INC.",7183646666,No,4371,3 AVENUE,BRONX,NY,10457,LIVERY BASE,40.850716,-73.894416,07/12/2023,18:00:13,"(40.850716, -73.894416)"
B03290,VOCES TRANSPORTATION MANAGEMENT CORP,7182857501,No,34-18,NORTHERN BOULEVARD,LIC,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,07/12/2023,18:00:13,"(40.7517583, -73.929177)"
B03323,AGORA CAR SERVICE INC,9143206914,No,3432-06,EAST TREMONT AVENUE,BRONX,NY,10465,BLACK CAR BASE,40.8850293,-73.8786263,07/12/2023,18:00:13,"(40.8850293, -73.8786263)"
B01644,MUSIC EXPRESS/N.Y. INC,2127365405,No,674,CLIFTON AVENUE,CLIFTON,NJ,07011,LUXURY/LIMOUSINE,40.901484,-74.115919,07/12/2023,18:00:13,"(40.901484, -74.115919)"
B03295,NEW CENTURY CAR SERVICE CORP,8008294782,No,917,OGDEN AVENUE,BRONX,NY,10452,BLACK CAR BASE,40.8312247,-73.9306498,07/12/2023,18:00:13,"(40.8312247, -73.9306498)"
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,7185921300,No,97 - 52,CORONA AVENUE,CORONA,NY,11368,LIVERY BASE,40.741807,-73.86755,07/12/2023,18:00:13,"(40.741807, -73.86755)"
B00171,CURB TRANSPORTATION SERVICES LLC.,7182220600,No,11 - 11,34 AVENUE,LIC,NY,11106,LIVERY BASE,40.762829,-73.7718,07/12/2023,18:00:13,"(40.762829, -73.7718)"
B02373,QUIET SERVICES INC,7183609383,No,31-35,61 STREET,WOODSIDE,NY,11377,BLACK CAR BASE,40.76451,-73.905073,07/12/2023,18:00:13,"(40.76451, -73.905073)"
B02207,"EASTERN LUXURY, INC.",7184993355,No,222,15 STREET,BROOKLYN,NY,11215,BLACK CAR BASE,40.665361,-73.989169,07/12/2023,18:00:13,"(40.665361, -73.989169)"
B02674,ELAL CAR LIMO SERVICE LLC,7185457555,No,25-26,50 STREET  SUITE 206D,WOODSIDE,NY,11377,LIVERY BASE,40.76364,-73.904205,07/12/2023,18:00:13,"(40.76364, -73.904205)"
B02735,"BEST DEAL CAR SERVICE 2,INC.",7183790009,No,2100,BARTOW AVENUE,BRONX,NY,10475,LIVERY BASE,40.868211,-73.82485,07/12/2023,18:00:13,"(40.868211, -73.82485)"
B03338,A & T NYC LIMO LLC,8884625724,No,120,INDUSTRIAL AVENUE,LITTLE FERRY,NJ,07643,LUXURY/LIMOUSINE,40.8449875,-74.0328595,07/12/2023,18:00:13,"(40.8449875, -74.0328595)"
B03123,CLAY TRANSPORTATION INC.,7189425544,No,788,E.TREMONT AVE,BRONX,NY,10460,BLACK CAR BASE,40.8437236,-73.8882747,07/12/2023,18:00:13,"(40.8437236, -73.8882747)"
B00151,KINGSBAY CAR SERVICE INC,7183323131,No,2111,AVENUE Z,BROOKLYN,NY,11235,LIVERY BASE,40.588885,-73.947936,07/12/2023,18:00:13,"(40.588885, -73.947936)"
B03493,WOW TRANSPORT INC,6318960286,No,17,E 23RD STREET,HUNTINGTON ST,NY,11746,BLACK CAR BASE,40.8312211,-73.4093754,07/12/2023,18:00:13,"(40.8312211, -73.4093754)"
B03470,IMPERIUM TRANS GROUP INC,6468873189,No,7Z,FRANKLIN ROAD,GREAT NECK,NY,11024,BLACK CAR BASE,40.8092059,-73.7323006,07/12/2023,18:00:13,"(40.8092059, -73.7323006)"
B90612,ESTHER TRANSPORTATION INC.,7189871555,No,71,BAY 14 STREET,BROOKLYN,NY,11214,PARATRANSIT BASE,40.607591,-74.007126,07/12/2023,18:00:13,"(40.607591, -74.007126)"
B02599,CMS LIMO INC.,7182055085,No,14,LYNCREST STREET,VALLEY STREAM,NY,11581,LUXURY/LIMOUSINE,40.765173,-73.88592,07/12/2023,18:00:13,"(40.765173, -73.88592)"
B02782,NEW APP CAR & LIMO INC,2122227999,No,908,AMSTERDAM AVENUE,NEW YORK,NY,10025,LIVERY BASE,40.79961,-73.96671,07/12/2023,18:00:13,"(40.79961, -73.96671)"
B03358,GOLDEN ONE TRANSPORTATION INC.,3475069891,No,87-78,169 STREET,JAMAICA,NY,11432,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B02107,APOLLO RADIO DISPATCH INC.,7185181111,Yes,1074,PROSPECT AVENUE,BRONX,NY,10459,LIVERY BASE,40.830356,-73.89832,07/12/2023,18:00:13,"(40.830356, -73.89832)"
B03102,METRO LUXURY INC,7186655079,No,625,EAST  137 STREET,BRONX,NY,10454,BLACK CAR BASE,40.8055339,-73.9159269,07/12/2023,18:00:13,"(40.8055339, -73.9159269)"
B02517,LOS PAISANOS LUXURY C/S INC.,7184452222,No,8,ST PAULS AVENUE,STATEN ISLAND,NY,10301,BLACK CAR BASE,40.637596,-74.078195,07/12/2023,18:00:13,"(40.637596, -74.078195)"
B03040,ZYT EXPRESS CORP.,7188806342,No,208,42 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.6532337,-74.0121645,07/12/2023,18:00:13,"(40.6532337, -74.0121645)"
B90736,"REEKAV TRANSPORTATION, LLC",3475950552,No,107-41,WATSON PLACE,JAMAICA,NY,11433,PARATRANSIT BASE,40.7017392,-73.7804846,07/12/2023,18:00:13,"(40.7017392, -73.7804846)"
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",7184854444,No,866,NEW LOTS AVENUE,BROOKLYN,NY,11208,LIVERY BASE,40.667838,-73.8788,07/12/2023,18:00:13,"(40.667838, -73.8788)"
B01280,BENSONHURST RIDE INC.,7189461111,No,2134,86 STREET,BROOKLYN,NY,11214,LIVERY BASE,40.602721,-73.99516,07/12/2023,18:00:13,"(40.602721, -73.99516)"
B03517,NYC GO TRANSPORTATION LLC,6469741283,No,3602A,EAST TREMONT AVENUE  1FL,BRONX,NY,10465,BLACK CAR BASE,40.8286319,-73.8247894,07/12/2023,18:00:13,"(40.8286319, -73.8247894)"
B03116,NAVI TRANSPORTATION INC.,9292996284,No,219-16,LINDEN BOULEVARD,CAMBRIA HEIGHTS,NY,11411,BLACK CAR BASE,40.6949736,-73.7405352,07/12/2023,18:00:13,"(40.6949736, -73.7405352)"
B03250,SALAM CAR SERVICE INC.,5189778916,No,452,EAST TREMONT AVENUE,BRONX,NY,10457,BLACK CAR BASE,40.8468999,-73.8987791,07/12/2023,18:00:13,"(40.8468999, -73.8987791)"
B02863,NYC MIDDTOWN LIMO CORP,7188481221,No,100-01,97 AVENUE,OZONE PARK,NY,11416,BLACK CAR BASE,40.687993,-73.83363,07/12/2023,18:00:13,"(40.687993, -73.83363)"
B03176,BEE BEE LUXURY SERVICE INC.,7863262425,No,663,BLAKE AVENUE,BROOKLYN,NY,11207,BLACK CAR BASE,40.6681253,-73.8941706,07/12/2023,18:00:13,"(40.6681253, -73.8941706)"
B02905,PUEBLA LUXURY CORP,7186335454,No,3916,9 AVENUE,BROOKLYN,NY,11232,BLACK CAR BASE,40.644255,-74.0001,07/12/2023,18:00:13,"(40.644255, -74.0001)"
B02711,TRANS CITY TRANSPORTATION INC,2125050900,No,43 - 23,35 STREET,LIC,NY,11101,BLACK CAR BASE,40.713758,-73.75641,07/12/2023,18:00:13,"(40.713758, -73.75641)"
B00254,XYZ TWO WAY RADIO,7187687333,No,32,ADELE STREET,STATEN ISLAND,NY,10305,BLACK CAR BASE,40.661323,-73.99142,07/12/2023,18:00:13,"(40.661323, -73.99142)"
B90140,VEGA TRANSPORTATION CO INC,7185070500,No,83-03,24 AVENUE  2ND FLOOR,EAST ELMHURSTS,NY,11370,PARATRANSIT BASE,40.765173,-73.885915,07/12/2023,18:00:13,"(40.765173, -73.885915)"
B03002,"REYNO,INC.",2129236800,No,609,W 175TH STREET,NEW YORK,NY,10033,BLACK CAR BASE,40.8457967,-73.937012,07/12/2023,18:00:13,"(40.8457967, -73.937012)"
B00827,"CASTLE CAR SERVICE, INC",7184999333,No,440,4 AVENUE,BROOKLYN,NY,11215,LIVERY BASE,40.670603,-73.988814,07/12/2023,18:00:13,"(40.670603, -73.988814)"
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,7187861000,No,90-03,31 AVENUE,EAST ELMHURST,NY,11369,LIVERY BASE,40.760249,-73.878437,07/12/2023,18:00:13,"(40.760249, -73.878437)"
B02144,"SILVER STAR LIMOUSINES, INC.",5165400040,No,145,WEST JOHN STREET,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.767439,-73.532154,07/12/2023,18:00:13,"(40.767439, -73.532154)"
B01215,ECUADOOR CORP,7182048412,No,44-10,30 AVENUE,ASTORIA,NY,11103,LIVERY BASE,40.762272,-73.911591,07/12/2023,18:00:13,"(40.762272, -73.911591)"
B03287,2S LUXURY INC.,7186342222,No,91-15,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH,NY,11693,BLACK CAR BASE,40.5864958,-73.815068,07/12/2023,18:00:13,"(40.5864958, -73.815068)"
B02101,EXEC TRANSPORT INC,9176061978,No,38-17,CRESCENT STREET,LIC,NY,11101,BLACK CAR BASE,40.755182,-73.935989,07/12/2023,18:00:13,"(40.755182, -73.935989)"
B02817,ANYTIME FORSYTH TRANSPORT CORP,2124315919,No,210,CANAL STREET  SUITE #406,NEW YORK,NY,10013,BLACK CAR BASE,40.719179,-73.992121,07/12/2023,18:00:13,"(40.719179, -73.992121)"
B01742,"AVALON TRANSPORTATION, LLC",7183611555,No,89,RIDGE RD,NORTH ARLINGTON,NJ,07031,LUXURY/LIMOUSINE,40.7846,-74.13671,07/12/2023,18:00:13,"(40.7846, -74.13671)"
B03363,RAIN SOLUTION INC,6463967060,No,73,MARKET STREET 3FL.  STE 376,YONKERS,NY,10710,BLACK CAR BASE,40.9629015,-73.8565801,07/12/2023,18:00:13,"(40.9629015, -73.8565801)"
B01534,METRO CAR SERVICE CORP.,7183881800,No,141,MAUJER ST,BROOKLYN,NY,11206,LIVERY BASE,40.713899,-73.95531,07/12/2023,18:00:13,"(40.713899, -73.95531)"
B03038,"SOUTH BRONX TRANSPORTATION,INC.",3475907005,No,250,BROOK AVENUE,BRONX,NY,10454,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B01200,NEW YORK APPLE CAR SERVICE INC,7184552121,No,1126,BUSHWICK AVENUE,BROOKLYN,NY,11221,LIVERY BASE,40.689376,-73.91839,07/12/2023,18:00:13,"(40.689376, -73.91839)"
B03374,1ST SELECTION CAR SERVICE INC.,7163714507,No,206,SARATOGA AVENUE 1ST FLOO,YONKERS,NY,10705,BLACK CAR BASE,40.9109416,-73.8926219,07/12/2023,18:00:13,"(40.9109416, -73.8926219)"
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,7186995959,No,96-28,ALSTYNE AVENUE,CORONA,NY,11368,LIVERY BASE,40.743032,-73.866445,07/12/2023,18:00:13,"(40.743032, -73.866445)"
B03499,ABM BLACK CAR SERVICE LLC.,8604949349,No,88,BARBER HILL ROAD,SOUTH WINDSOR,CT,06074,BLACK CAR BASE,41.8528425,-72.5293079,07/12/2023,18:00:13,"(41.8528425, -72.5293079)"
B03516,ZZAMAN GROUP INC,3477924682,No,80,W SUNRISE HWAY,VALLEY STREAM,NY,11581,LUXURY/LIMOUSINE,40.6600941,-73.7040494,07/12/2023,18:00:13,"(40.6600941, -73.7040494)"
B03192,PERFECTION CAR SERVICE INC,9293435305,No,3673,BRONXWOOD AVENUE,BRONX,NY,10469,BLACK CAR BASE,40.8793217,-73.8586597,07/12/2023,18:00:13,"(40.8793217, -73.8586597)"
B03195,DOMINICAN DREAM TRANSPORTATION INC.,7183045353,No,387,EAST  167 STREET,BRONX,NY,10456,BLACK CAR BASE,40.8310881,-73.9111061,07/12/2023,18:00:13,"(40.8310881, -73.9111061)"
B00821,ATLANTIC CAR SVCE,7182771111,No,3207,FULTON STREET,BROOKLYN,NY,11208,LIVERY BASE,40.682549,-73.87676,07/12/2023,18:00:13,"(40.682549, -73.87676)"
B03218,CHOICE TRANSPORTATION CORP.,9292434333,No,31-00,47TH AVENUE  SUITE 3100,LIC,NY,11101,BLACK CAR BASE,40.7427791,-73.9353777,07/12/2023,18:00:13,"(40.7427791, -73.9353777)"
B90579,MASSIVE TRANSPORTATION INC,9146643124,No,145,BROOKSIDE AVENUE,MOUNT VERNON,NY,10553,PARATRANSIT BASE,40.910101,-73.816897,07/12/2023,18:00:13,"(40.910101, -73.816897)"
B02738,EXPLORER CAR SERVICE INC.,7182380404,No,6809,3 AVENUE,BROOKLYN,NY,11220,LIVERY BASE,40.636094,-74.02563,07/12/2023,18:00:13,"(40.636094, -74.02563)"
B90696,CENTURY AMBULANCE SERVICE INC,7182359000,No,87-30,123 STREET,RICHMOND HILL,NY,11418,PARATRANSIT BASE,40.699742,-73.827209,07/12/2023,18:00:13,"(40.699742, -73.827209)"
B80100,CITY LINK CORPORATION,7187237262,No,144-50,177 STREET,SPRINGFD GRND,NY,11434,COMMUTER VAN AUTHORITY BASE,40.666208,-73.772534,07/12/2023,18:00:13,"(40.666208, -73.772534)"
B02847,JOY LUXURY INC,7186846000,No,2078,CROSS BRONX EXPRESSWAY,BRONX,NY,10472,BLACK CAR BASE,40.831091,-73.85419,07/12/2023,18:00:13,"(40.831091, -73.85419)"
B00225,DELANCEY TRANSPORTATION INC.,2122283301,No,29,ESSEX STREET  NORTH STORE,NEW YORK,NY,10002,LIVERY BASE,44.049572,-73.459721,07/12/2023,18:00:13,"(44.049572, -73.459721)"
B01537,S.I. SPEED INC.,7182276666,No,16,GIFFORDS LANE,STATEN ISLAND,NY,10308,LIVERY BASE,40.551208,-74.150337,07/12/2023,18:00:13,"(40.551208, -74.150337)"
B03240,ARECIBO EXPRESS INC.,7183992314,No,171,5 AVENUE,BROOKYN,NY,11217,BLACK CAR BASE,40.6773384,-73.9796498,07/12/2023,18:00:13,"(40.6773384, -73.9796498)"
B01616,"H & B CAR AND LIMOUSINE, INC",7185072600,No,38-12,ASTORIA BOULEVARD,ASTORIA,NY,11103,LIVERY BASE,40.739709,-73.890955,07/12/2023,18:00:13,"(40.739709, -73.890955)"
B03107,JD XPRESS INC.,3475084118,No,118 - 35,QUEENS BOULEVARD  SUITE #400,FOREST HILLS,NY,11375,BLACK CAR BASE,40.7148204,-73.8310437,07/12/2023,18:00:13,"(40.7148204, -73.8310437)"
B03152,EXIT LUXURY INC.,7184729800,Yes,29 - 10,36 AVENUE,ASTORIA,NY,11106,BLACK CAR BASE,40.7570445,-73.9311832,07/12/2023,18:00:13,"(40.7570445, -73.9311832)"
B03200,L & J LOGISTICS CORP.,7186180222,No,912,SOUNDVIEW AVENUE  OFFICE #3,BRONX,NY,10473,BLACK CAR BASE,40.8234499,-73.8678681,07/12/2023,18:00:13,"(40.8234499, -73.8678681)"
B00149,RAINBOW RAD DISP INC,7184984444,No,1304,UTICA AVENUE,BROOKLYN,NY,11203,LIVERY BASE,40.640752,-73.929535,07/12/2023,18:00:13,"(40.640752, -73.929535)"
B03049,"RIVERSIDE CLASSIC, INC.",2125436263,No,1642,ST NICHOLAS AVENUE,NEW YORK,NY,10040,BLACK CAR BASE,40.8563126,-73.9283896,07/12/2023,18:00:13,"(40.8563126, -73.9283896)"
B02360,BRIDGES LIMOUSINE INC,7187775743,No,35-28,19 AVENUE,ASTORIA,NY,11105,BLACK CAR BASE,40.779639,-73.901658,07/12/2023,18:00:13,"(40.779639, -73.901658)"
B02594,FENIX MOBILE DISPATCHERS LTD,7188212900,No,586,SENECA AVE  1,RIDGEWOOD,NY,11385,LIVERY BASE,40.704224,-73.9103,07/12/2023,18:00:13,"(40.704224, -73.9103)"
B80028,CITY EXPRESS CORP,8886468666,No,152-32,ROCKAWAY BLVD  #205,JAMAICA,NY,11434,COMMUTER VAN AUTHORITY BASE,40.671623,-73.785164,07/12/2023,18:00:13,"(40.671623, -73.785164)"
B03458,WAVE LUXURY CORP,9144139364,No,34-18,NORTHERN BOULEVARD  SUITE 45,L.I.C.,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,07/12/2023,18:00:13,"(40.7517583, -73.929177)"
B03339,TAPMAPZ LLC,7184070033,No,30-01,NORTHERN BLVD SUITE 1F,L.I.C,NY,11101,BLACK CAR BASE,40.7512486,-73.9348879,07/12/2023,18:00:13,"(40.7512486, -73.9348879)"
B03171,HIGHLAND TRANSPORTATION MANAGEMENT CORP.,7182712700,No,34-18,NORTHERN BOULEVARD,LIC,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,07/12/2023,18:00:13,"(40.7517583, -73.929177)"
B03056,INSPIRATION GROUP INC,9292356897,No,36,ROCKLAND DR,JERICHO,NY,11753,BLACK CAR BASE,40.7806592,-73.5382725,07/12/2023,18:00:13,"(40.7806592, -73.5382725)"
B00202,"EXCELSIOR CAR & LIMO, INC.",7186433900,No,241,37TH STREET  STE# 1-4-B460,BROOKLYN,NY,11232,BLACK CAR BASE,40.678782,-73.989979,07/12/2023,18:00:13,"(40.678782, -73.989979)"
B02912,FIRST CLASS LUXURY INC,2123040452,No,4980,BROADWAY,NEW YORK,NY,10034,BLACK CAR BASE,40.868198,-73.91923,07/12/2023,18:00:13,"(40.868198, -73.91923)"
B00272,BIG APPLE CAR INC,7182368765,No,169,BAY   17 STREET,BROOKLYN,NY,11214,BLACK CAR BASE,40.604428,-74.006622,07/12/2023,18:00:13,"(40.604428, -74.006622)"
B03312,ACK TRANSPORTATION CORP.,3472819225,No,1435,BEACH AVENUE,BRONX,NY,10460,BLACK CAR BASE,40.8363254,-73.8671708,07/12/2023,18:00:13,"(40.8363254, -73.8671708)"
B03322,GANIX TRANSPORTATION INC,9292286020,No,2530,BOSTON ROAD,BRONX,NY,10467,BLACK CAR BASE,40.8638498,-73.864288,07/12/2023,18:00:13,"(40.8638498, -73.864288)"
B02027,"PARIS LIMOUSINE SERVICE, CORP",7183961100,No,37-21,VERNON BOULEVARD,LIC,NY,11101,LUXURY/LIMOUSINE,40.759847,-73.943275,07/12/2023,18:00:13,"(40.759847, -73.943275)"
B01269,DIVISION CAR & LIMO INC.,7185995555,No,204,DIVISION AVENUE,BROOKLYN,NY,11211,LIVERY BASE,40.707198,-73.959392,07/12/2023,18:00:13,"(40.707198, -73.959392)"
B02285,"VALERA GLOBAL, INC.",7184331111,No,1200,SHAMES DRIVE  UNIT D,WESTBURY,NY,11590,LUXURY/LIMOUSINE,40.740256,-73.952684,07/12/2023,18:00:13,"(40.740256, -73.952684)"
B02518,MATTHEW'S LIMO INC,7184241250,No,1225,FRANKLIN AVE  STE 325,GARDEN CITY,NY,11530,BLACK CAR BASE,40.733779,-73.635348,07/12/2023,18:00:13,"(40.733779, -73.635348)"
B02997,KALUMA TRANSPORTATION GROUP INC.,7185482222,No,3107,KINGSBRIDGE AVENUE,BRONX,NY,10463,BLACK CAR BASE,40.8803202,-73.9066749,07/12/2023,18:00:13,"(40.8803202, -73.9066749)"
B03293,A & Z LUXURY LIMOUSINE TRANSPORATION INC.,8008286140,No,34-18,NORTHERN BOULEVARD,L.I.C.,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,07/12/2023,18:00:13,"(40.7517583, -73.929177)"
B03337,305 MEDTRANS CORP,8886882532,No,120-10,15 AVENUE  SUITE6,COLLEGE POINT,NY,11356,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B01346,ARECIBO C/S INC,7187836465,No,171,5 AVENUE,BROOKLYN,NY,11217,LIVERY BASE,40.677669,-73.97994,07/12/2023,18:00:13,"(40.677669, -73.97994)"
B00056,TRANSIT PRIVATE CAR SERVICE INC.,7186494100,No,1407,ROCKAWAY PARKWAY,BROOKLYN,NY,11236,LIVERY BASE,40.645455,-73.902663,07/12/2023,18:00:13,"(40.645455, -73.902663)"
B03128,RIDE SMART CORP.,9146990785,No,8,E PROSPECT AVENUE  STE#C,MOUNT VERNON,NY,10550,BLACK CAR BASE,40.912586,-73.8367978,07/12/2023,18:00:13,"(40.912586, -73.8367978)"
B03115,TAHA INC.,3477574656,No,1,NEW KING STREET  SUITE 102,WEST HARRISON,NY,10604,BLACK CAR BASE,41.0832341,-73.7153252,07/12/2023,18:00:13,"(41.0832341, -73.7153252)"
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",7188322600,No,209,25 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.654091,-74.006819,07/12/2023,18:00:13,"(40.654091, -74.006819)"
B02573,SUNSET PARK CAR SERVICE INC,7184386262,No,4409,5 AVENUE,BROOKLYN,NY,11220,LIVERY BASE,40.64816,-74.00679,07/12/2023,18:00:13,"(40.64816, -74.00679)"
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,7182716666,Yes,93-04,CORONA AVENUE,ELMHURST,NY,11373,LIVERY BASE,40.742387,-73.871082,07/12/2023,18:00:13,"(40.742387, -73.871082)"
B03084,PERSIST CORPORATION,7184660040,No,1324,EAST GUN HILL ROAD,BRONX,NY,10469,BLACK CAR BASE,40.8708316,-73.8475223,07/12/2023,18:00:13,"(40.8708316, -73.8475223)"
B02811,M.L TRIPS CORP.,7183884242,No,141,MAUJER STREET,BROOKLYN,NY,11206,BLACK CAR BASE,40.713899,-73.95531,07/12/2023,18:00:13,"(40.713899, -73.95531)"
B00111,SKYLINE CREDIT RIDE INC,7184828585,No,37-02,48TH AVENUE,L.I.C,NY,11101,BLACK CAR BASE,40.735627,-73.93612,07/12/2023,18:00:13,"(40.735627, -73.93612)"
B03101,MBS LIMOS LTD,9295067749,No,33-20,55 STREET  UNIT 235,WOODSIDE,NY,11377,BLACK CAR BASE,40.7524425,-73.9065931,07/12/2023,18:00:13,"(40.7524425, -73.9065931)"
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",7183589898,No,30-50,WHITESTONE EXPRESSWAY  101A,FLUSHING,NY,11354,LIVERY BASE,40.770532,-73.836442,07/12/2023,18:00:13,"(40.770532, -73.836442)"
B01743,TWO-WAY BLACK CARS AND RADIO GROUP TRANS INC,2126633333,No,2642,BROADWAY  3 FL,NEW YORK,NY,10025,LIVERY BASE,40.797215,-73.96941,07/12/2023,18:00:13,"(40.797215, -73.96941)"
B03226,PAXXIA LUXURY CORP.,9292074747,No,541,KINGSTON AVENUE,BROOKLYN,NY,11225,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B01800,EMPIRE INTERNATIONAL LTD.,2017841200,No,225,MEADOWLANDS PARKWAY,SECAUCUS,NJ,07094,LUXURY/LIMOUSINE,40.78084,-74.080302,07/12/2023,18:00:13,"(40.78084, -74.080302)"
B03047,"STS LUXURY, INC",7186844444,No,912,SOUNDVIEW AVENUE  SUITE 6,BRONX,NY,10473,BLACK CAR BASE,40.8234499,-73.8678681,07/12/2023,18:00:13,"(40.8234499, -73.8678681)"
B02229,NEW FAT INC.,7183283333,No,1804,RANDALL AVENUE,BRONX,NY,10473,LIVERY BASE,40.816803,-73.862557,07/12/2023,18:00:13,"(40.816803, -73.862557)"
B02472,NEW BUSHWICK LUXURY INC.,7188217777,No,180,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,BLACK CAR BASE,40.703715,-73.927365,07/12/2023,18:00:13,"(40.703715, -73.927365)"
